step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,14.19710307876562,0,0.0,0.9596073244621661,0,0.0,0.9460909842961298,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9481180537521882,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.972951387377562,0,0.0,0.982498580888949,0,0.0,0.95705682819528,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9416992837702527,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.206063991393469,0,0.0,0.9436313157876375,0,0.0,0.9893285554910664,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9305339414684911,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9615984740123278,0,0.0,0.9654628964759512,0,0.0,0.9011459594388781,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.832037536328246,0,0.0,1.0,0,0.0
15.0,2,2.0,0.05,11.584461111107887,1,1.0,0.7846307866740388,0,0.0,0.8936865037228505,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9532394026877249,0,0.0,0.6217054285242761,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6845279286931245,1,1.0,0.7073587242059597,0,0.0,0.9573473689178206,0,0.0,0.8237021153547849,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9339268924074365,0,0.0,0.69511953708154,2,2.0
20.0,9,28.0,0.5,10.938042371157218,3,11.0,0.683396735604033,1,1.0,0.829624229437936,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9437507948380177,0,0.0,0.9471344379157373,0,0.0,1.0,0,0.0,1.0,2,7.0,0.49874605764823926,3,9.0,0.541151315363028,0,0.0,0.9239719473873322,0,0.0,0.9501185200396698,0,0.0,1.0,0,0.0,1.0,0,0.0,0.981597521003676,0,0.0,0.9365709607165512,9,28.0
25.0,3,8.0,0.1111111111111111,9.963183933633843,1,6.0,0.6377011169580195,1,6.0,0.6177388598245295,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9704755651755949,0,0.0,0.9880723297596122,0,0.0,1.0,0,0.0,1.0,0,3.0,0.6659264481907105,0,4.0,0.5624084087588209,0,2.0,0.8701999578788973,0,0.0,0.8917066992613032,0,4.0,0.44423050653728446,0,4.0,0.4530697808827715,0,0.0,0.7199290031398565,1,1.0,0.6804063406363823,3,30.0
30.0,7,28.0,0.35,10.562949534130627,2,10.0,0.6502900960069775,0,2.0,0.5143325597983912,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9766923186835278,0,0.0,0.8824746227038183,0,0.0,0.942598449731787,0,0.0,1.0,0,0.0,0.9418727780267909,0,0.0,0.8829715797288318,0,4.0,0.8765391929515196,1,7.0,0.6205665833099188,0,4.0,0.9088526615652222,0,4.0,0.8707969180162048,2,7.0,0.4911841203287648,2,8.0,0.504788907658496,7,46.0
35.0,4,17.0,0.17708333333333334,10.379738034051158,0,3.0,0.6538479656176607,1,6.0,0.6824058843255942,0,2.0,0.332665214063888,0,0.0,1.0,0,0.0,0.7515512282891808,0,0.0,0.8717362251791171,0,0.0,0.9303225041081084,0,0.0,1.0,1,3.0,0.6171843304926513,0,0.0,0.730483815138256,1,6.0,0.7450357555286987,1,12.0,0.8277574306500614,0,4.0,0.9044602031598865,0,4.0,0.9008493999074145,0,1.0,0.691966008873914,0,2.0,0.2831694571994862,4,43.0
40.0,15,59.0,0.5267857142857143,10.038749468344266,2,7.0,0.7160125156909897,1,13.0,0.8516007920239416,0,4.0,0.8482991546894775,0,0.0,0.923083901645733,2,6.0,0.488448064448614,0,0.0,0.5683718887692509,0,0.0,0.9586417238458469,0,0.0,0.9316987377314552,3,15.0,0.48596709763817164,2,6.0,0.679082918492902,4,15.0,0.5470619387506157,1,5.0,0.7785474481507814,0,2.0,0.5308431569129182,0,0.0,0.7573207056642721,0,0.0,0.9318650183632095,0,6.0,0.7948160685473258,15,79.0
45.0,8,22.0,0.18333333333333332,9.049220279394467,1,3.0,0.6577051913710109,1,5.0,0.7217858400424635,0,4.0,0.8595157780507231,0,0.0,0.8825674645440232,0,1.0,0.5527105416544863,0,4.0,0.493523665986437,0,0.0,0.5241072387561625,0,0.0,0.9529261484559876,0,10.0,0.48802713417332017,0,2.0,0.53496252524749,0,12.0,0.40323632355844324,1,9.0,0.5630441074829857,5,21.0,0.22739907735358703,0,4.0,0.7972555066673803,0,0.0,0.8445920787111726,0,6.0,0.9314637711775545,8,81.0
50.0,14,54.0,0.39705882352941174,9.69985877365228,2,9.0,0.643516245343143,3,14.0,0.574680001293033,0,4.0,0.49172683941743295,0,0.0,0.7933608812873053,0,0.0,0.9027868683822252,0,4.0,0.8765148299784649,2,9.0,0.30236437083856244,0,0.0,0.9656145976465098,0,2.0,0.9405629394616867,2,6.0,0.6493676329763367,1,9.0,0.7433420268773795,2,9.0,0.6234121142440883,0,21.0,0.5963054719498515,0,4.0,0.8921273548043155,1,4.0,0.6997971484617278,1,6.0,0.6206725490471372,14,101.0
