step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.890544694149867,0,0.0,0.7282413498332576,0,0.0
20.0,0,0.0,0.0,15.706011782791839,0,0.0,0.9617587320975881,0,0.0
25.0,0,0.0,0.0,15.987266439066738,0,0.0,0.9784623585742827,0,0.0
30.0,0,0.0,0.0,14.65351126431743,0,0.0,0.9760347278252048,0,0.0
35.0,0,0.0,0.0,13.86856636515195,0,0.0,0.9097810929342732,0,0.0
40.0,0,0.0,0.0,14.343328700770291,0,0.0,0.9474291682097412,0,0.0
45.0,0,0.0,0.0,14.464341856301113,0,0.0,0.9504162109211846,0,0.0
50.0,0,0.0,0.0,14.84653184083001,0,0.0,0.9745520153528985,0,0.0
55.0,0,0.0,0.0,14.124002404503383,0,0.0,0.9744364210264523,0,0.0
60.0,0,0.0,0.0,12.985394804426528,0,0.0,0.9124813611615525,0,0.0
65.0,0,0.0,0.0,12.5152093205309,0,2.0,0.8911686477332954,0,2.0
70.0,0,0.0,0.0,12.937566119746089,0,0.0,0.9805564603209204,0,0.0
75.0,0,0.0,0.0,12.917780298283414,0,0.0,0.9686678197653005,0,0.0
80.0,0,0.0,0.0,13.133376140735995,0,0.0,0.9668595713164799,0,0.0
85.0,0,0.0,0.0,12.306667798602849,0,0.0,0.8831083896891773,0,0.0
90.0,0,0.0,0.0,11.930528054054905,0,0.0,0.8809186789779745,0,0.0
95.0,0,0.0,0.0,11.543389358889378,0,6.0,0.8098078290981761,0,6.0
100.0,0,0.0,0.0,12.48235346961786,0,0.0,0.9420371770902636,0,0.0
105.0,0,0.0,0.0,13.224566194150126,0,0.0,0.9568930120193537,0,0.0
110.0,0,0.0,0.0,13.400735335900533,0,0.0,0.9502076902072728,0,0.0
115.0,1,1.0,0.03571428571428571,12.68326179105512,1,1.0,0.9017949053393295,1,1.0
120.0,3,11.0,0.3793103448275862,12.20454315211205,3,11.0,0.8451666435375667,3,11.0
125.0,2,18.0,0.5625,11.363355258728745,2,25.0,0.7793913012526436,2,25.0
130.0,3,21.0,0.6363636363636364,11.469649532187566,3,21.0,0.8499716396781755,3,21.0
135.0,1,21.0,0.5833333333333334,11.860566067099201,1,34.0,0.8528329851330633,1,34.0
140.0,2,28.0,0.717948717948718,12.009574812266367,2,28.0,0.879460975725707,2,28.0
145.0,4,42.0,1.0769230769230769,11.649992740775431,4,42.0,0.8350525538758893,4,42.0
150.0,4,62.0,1.441860465116279,11.708617571456886,4,62.0,0.8166004919536403,4,62.0
155.0,7,88.0,2.0,11.018084007532638,7,88.0,0.7298111733295259,7,88.0
160.0,8,128.0,2.56,10.817611166554334,8,128.0,0.7192147716134053,8,128.0
165.0,7,124.0,2.339622641509434,10.853856257704331,7,171.0,0.7254636269768318,7,171.0
170.0,6,141.0,2.5636363636363635,11.003054185819387,6,141.0,0.7987401188499801,6,141.0
175.0,5,158.0,2.6779661016949152,11.107310399585558,5,175.0,0.7840887895704165,5,175.0
180.0,6,185.0,2.890625,11.438712900136505,6,185.0,0.8284860343515522,6,185.0
185.0,5,208.0,3.0588235294117645,11.753975526688052,5,214.0,0.836190863770016,5,214.0
190.0,5,233.0,3.1486486486486487,11.969681787878715,5,233.0,0.8432322239176722,5,233.0
195.0,7,263.0,3.4155844155844157,11.955885800685246,7,263.0,0.8219003257410764,7,263.0
200.0,8,300.0,3.8461538461538463,11.6008574027279,8,300.0,0.7861214178051386,8,300.0
205.0,11,354.0,4.597402597402597,11.481798683456587,11,354.0,0.7825040714393794,11,354.0
210.0,12,411.0,5.2025316455696204,11.305825699614482,12,411.0,0.7596260839867915,12,411.0
215.0,13,476.0,5.734939759036145,11.299157003473878,13,476.0,0.7542481693322808,13,476.0
220.0,13,541.0,5.945054945054945,11.368575409661766,13,541.0,0.7623089427967343,13,541.0
225.0,14,611.0,6.5,11.434666369632778,14,611.0,0.76523149945025,14,611.0
230.0,16,686.0,7.072164948453608,11.134731150397199,16,686.0,0.7410066592356759,16,686.0
235.0,18,769.0,7.53921568627451,10.93649865067288,18,769.0,0.7296708300936142,18,769.0
240.0,18,859.0,8.10377358490566,10.988785679216022,18,859.0,0.7322383226019616,18,859.0
245.0,19,950.0,8.962264150943396,10.897055192633783,19,950.0,0.7219019199133099,19,950.0
250.0,15,778.0,7.137614678899083,10.569187600958013,15,1044.0,0.6894711979945055,15,1044.0
255.0,12,710.0,6.454545454545454,10.5873401255169,12,713.0,0.7500511073812061,12,713.0
260.0,13,761.0,6.560344827586207,10.760313245868362,13,781.0,0.7337551959603409,13,781.0
265.0,13,823.0,6.915966386554622,11.185488652508996,13,826.0,0.782544837716857,13,826.0
270.0,16,900.0,7.377049180327869,10.990206465844944,16,903.0,0.7340922974440071,16,903.0
275.0,19,991.0,7.682170542635659,11.030639916959355,19,994.0,0.7184083133678525,19,994.0
280.0,23,1095.0,8.358778625954198,10.983824376802822,23,1098.0,0.6936679072808548,23,1098.0
285.0,26,1217.0,9.014814814814814,10.6089192015764,26,1220.0,0.6484150284073953,26,1220.0
290.0,23,1219.0,8.76978417266187,10.447261878980179,23,1356.0,0.6493924616931804,23,1356.0
295.0,17,1219.0,8.707142857142857,10.326547138039718,17,1239.0,0.7011546751281261,17,1239.0
