step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,14.19710307876562,0,0.0,0.9596073244621661,0,0.0,0.9460909842961298,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9481180537521882,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.972951387377562,0,0.0,0.982498580888949,0,0.0,0.95705682819528,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9416992837702527,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.206063991393469,0,0.0,0.9436313157876375,0,0.0,0.9893285554910664,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9305339414684911,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9615984740123278,0,0.0,0.9654628964759512,0,0.0,0.9011459594388781,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.832037536328246,0,0.0,1.0,0,0.0
15.0,1,1.0,0.025,11.972520379180212,1,1.0,0.7846307866740388,0,0.0,0.8936865037228505,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9532394026877249,0,0.0,0.6217054285242761,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6845279286931245,0,0.0,0.9466993157576574,0,0.0,0.9573473689178206,0,0.0,0.8237021153547849,0,0.0,1.0,0,0.0,0.908791397941765,0,0.0,0.9339268924074365,0,0.0,0.69511953708154,1,1.0
20.0,5,18.0,0.32142857142857145,11.84864249954731,3,11.0,0.683396735604033,0,0.0,0.9695519756882589,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9437507948380177,0,0.0,0.9471344379157373,0,0.0,1.0,0,0.0,1.0,2,7.0,0.49874605764823926,0,0.0,0.9556871026670852,0,0.0,0.9239719473873322,0,0.0,0.8841803790882589,0,0.0,1.0,0,0.0,0.9338087163051391,0,0.0,0.981597521003676,0,0.0,0.9365709607165512,5,18.0
25.0,4,6.0,0.08333333333333333,10.374037279611253,1,6.0,0.6377011169580195,1,2.0,0.6814602870584536,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9704755651755949,0,0.0,0.9880723297596122,0,0.0,1.0,0,0.0,1.0,0,3.0,0.660027633703357,0,0.0,0.6577612950640194,0,2.0,0.8835501764892999,1,2.0,0.7543785526376601,0,4.0,0.44423050653728446,0,0.0,0.6740109734943469,0,0.0,0.9457167627038989,1,1.0,0.6715031193883102,4,20.0
30.0,12,48.0,0.6,10.022991700747298,2,10.0,0.6502900960069775,2,11.0,0.4514634949493181,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9766923186835278,0,0.0,0.8824746227038183,0,0.0,0.942598449731787,0,0.0,1.0,0,0.0,0.9572944653746579,3,10.0,0.42839528137502214,0,4.0,0.8810796620692007,0,1.0,0.7073470301651291,0,4.0,0.8991275922516616,3,8.0,0.00021946860463195288,0,0.0,0.9508173214854304,2,11.0,0.6247249923643056,12,59.0
35.0,4,12.0,0.125,9.44197423068855,0,3.0,0.6581710133221541,0,7.0,0.536802593000147,0,4.0,0.3287960489648978,0,2.0,0.45976123495186705,0,0.0,0.9471094555565054,0,0.0,0.7050587641510022,0,0.0,0.8951036558155193,0,0.0,1.0,1,3.0,0.6610275177614156,0,6.0,0.5913420378275821,1,7.0,0.7528710125710497,1,8.0,0.40863889102083584,0,4.0,0.9238251914166771,0,7.0,0.4055213454179789,1,2.0,0.7705554008633032,0,3.0,0.6387756361422144,4,56.0
40.0,10,48.0,0.42857142857142855,9.763736351635007,2,7.0,0.7069877979047064,0,4.0,0.9110750107284568,0,4.0,0.8099409083734415,0,2.0,0.8673867606895923,0,0.0,0.9546882974254386,1,4.0,0.4474965099824361,0,0.0,0.9617410418368777,0,0.0,0.864782871336996,3,15.0,0.48596709763817164,0,0.0,0.9491949073020002,3,15.0,0.5353449404639004,0,5.0,0.7630217420057626,0,7.0,0.26664927754195905,0,4.0,0.9053451909829175,1,7.0,0.6631494385345926,0,2.0,0.6479118118974132,10,76.0
45.0,4,7.0,0.058333333333333334,9.42991547023297,1,4.0,0.6479330966660246,2,8.0,0.7404995204595656,0,8.0,0.7089970601039907,0,2.0,0.9467293220132292,0,0.0,0.9250863481848564,0,2.0,0.6265160200225068,0,1.0,0.547024762562362,0,0.0,0.9674913812544575,0,8.0,0.5052302955128176,1,1.0,0.7104943689539353,0,12.0,0.40183946673895476,0,8.0,0.7599332263118299,0,11.0,0.5182164979673374,0,4.0,0.9134792258072749,0,3.0,0.7498327434979114,0,4.0,0.3962529007306454,4,76.0
50.0,13,48.0,0.35294117647058826,9.792912411047132,2,10.0,0.6413869437041805,4,18.0,0.5589152703804707,0,4.0,0.717210782920567,1,3.0,0.22544840391804186,0,0.0,0.924094173028466,0,0.0,0.8744770775609918,0,3.0,0.8239285822934294,0,0.0,0.9514606752382689,0,0.0,0.8812866058131468,2,10.0,0.6399909707575239,1,9.0,0.76165819998227,0,4.0,0.7096502419410943,0,7.0,0.8392662214723133,3,8.0,0.2367384365939205,0,0.0,0.6148515776468105,0,4.0,0.8378624970037298,13,80.0
